,name,price,top_prize,remaining_top_prizes,chances_to_win,game_start_date,last_date_to_claim,probability,prize_amount,prize_start_num,prize_remaining_num
290,Bingo X10,10.0,100000.0,3,8,03/20/2023,,3.24,15.0,273802,109263
291,Bingo X10,10.0,100000.0,3,8,03/20/2023,,3.24,10.0,417081,166526
292,Frogger,3.0,30000.0,3,5,03/20/2023,,3.97,30000.0,6,3
293,Frogger,3.0,30000.0,3,5,03/20/2023,,3.97,1000.0,16,9
294,Frogger,3.0,30000.0,3,5,03/20/2023,,3.97,150.0,289,143
295,Frogger,3.0,30000.0,3,5,03/20/2023,,3.97,100.0,3007,1479
296,Frogger,3.0,30000.0,3,5,03/20/2023,,3.97,80.0,578,284
297,Frogger,3.0,30000.0,3,5,03/20/2023,,3.97,50.0,10511,5235
298,Frogger,3.0,30000.0,3,5,03/20/2023,,3.97,30.0,45806,22632
299,Frogger,3.0,30000.0,3,5,03/20/2023,,3.97,15.0,70932,35412
300,Frogger,3.0,30000.0,3,5,03/20/2023,,3.97,10.0,85764,42996
301,Frogger,3.0,30000.0,3,5,03/20/2023,,3.97,5.0,280666,144900
302,Frogger,3.0,30000.0,3,5,03/20/2023,,3.97,3.0,359894,187233
303,Maryland Riches,10.0,100000.0,7,40,03/20/2023,,3.5,100000.0,9,7
304,Maryland Riches,10.0,100000.0,7,40,03/20/2023,,3.5,10000.0,32,22
305,Maryland Riches,10.0,100000.0,7,40,03/20/2023,,3.5,1000.0,49,35
306,Maryland Riches,10.0,100000.0,7,40,03/20/2023,,3.5,500.0,1234,841
307,Maryland Riches,10.0,100000.0,7,40,03/20/2023,,3.5,200.0,2450,1671
308,Maryland Riches,10.0,100000.0,7,40,03/20/2023,,3.5,100.0,10057,6813
309,Maryland Riches,10.0,100000.0,7,40,03/20/2023,,3.5,50.0,202081,136909
310,Maryland Riches,10.0,100000.0,7,40,03/20/2023,,3.5,20.0,144607,98293
311,Maryland Riches,10.0,100000.0,7,40,03/20/2023,,3.5,15.0,159800,108953
312,Maryland Riches,10.0,100000.0,7,40,03/20/2023,,3.5,10.0,317041,216401
313,MD Lottery Logo,1.0,1000.0,14,6,03/20/2023,,4.6,1000.0,32,14
314,MD Lottery Logo,1.0,1000.0,14,6,03/20/2023,,4.6,500.0,70,28
315,MD Lottery Logo,1.0,1000.0,14,6,03/20/2023,,4.6,200.0,105,49
316,MD Lottery Logo,1.0,1000.0,14,6,03/20/2023,,4.6,100.0,245,113
317,MD Lottery Logo,1.0,1000.0,14,6,03/20/2023,,4.6,50.0,7959,3318
318,MD Lottery Logo,1.0,1000.0,14,6,03/20/2023,,4.6,20.0,5809,2392
319,MD Lottery Logo,1.0,1000.0,14,6,03/20/2023,,4.6,10.0,24923,10588
320,MD Lottery Logo,1.0,1000.0,14,6,03/20/2023,,4.6,5.0,103237,44664
321,MD Lottery Logo,1.0,1000.0,14,6,03/20/2023,,4.6,2.0,329964,148585
322,MD Lottery Logo,1.0,1000.0,14,6,03/20/2023,,4.6,1.0,422908,197293
323,50 Years!,50.0,5000000.0,2,50,02/20/2023,,2.44,5000000.0,3,2
324,50 Years!,50.0,5000000.0,2,50,02/20/2023,,2.44,100000.0,9,5
325,50 Years!,50.0,5000000.0,2,50,02/20/2023,,2.44,50000.0,6,2
326,50 Years!,50.0,5000000.0,2,50,02/20/2023,,2.44,10000.0,88,31
327,50 Years!,50.0,5000000.0,2,50,02/20/2023,,2.44,1000.0,1086,475
328,50 Years!,50.0,5000000.0,2,50,02/20/2023,,2.44,500.0,13698,5595
329,50 Years!,50.0,5000000.0,2,50,02/20/2023,,2.44,200.0,123250,50368
330,50 Years!,50.0,5000000.0,2,50,02/20/2023,,2.44,100.0,302625,124062
331,50 Years!,50.0,5000000.0,2,50,02/20/2023,,2.44,75.0,169158,69481
332,50 Years!,50.0,5000000.0,2,50,02/20/2023,,2.44,50.0,739528,304535
333,Bonus Crossword,3.0,30000.0,4,2,02/20/2023,,3.69,30000.0,8,4
334,Bonus Crossword,3.0,30000.0,4,2,02/20/2023,,3.69,5000.0,20,9
335,Bonus Crossword,3.0,30000.0,4,2,02/20/2023,,3.69,1000.0,30,12
336,Bonus Crossword,3.0,30000.0,4,2,02/20/2023,,3.69,100.0,9327,3846
337,Bonus Crossword,3.0,30000.0,4,2,02/20/2023,,3.69,25.0,54752,22705
338,Bonus Crossword,3.0,30000.0,4,2,02/20/2023,,3.69,10.0,135601,56486
339,Bonus Crossword,3.0,30000.0,4,2,02/20/2023,,3.69,5.0,280953,118839
340,Bonus Crossword,3.0,30000.0,4,2,02/20/2023,,3.69,3.0,409317,180861
341,In the Money,10.0,100000.0,1,25,02/20/2023,,3.46,100000.0,8,1
342,In the Money,10.0,100000.0,1,25,02/20/2023,,3.46,20000.0,11,2
343,In the Money,10.0,100000.0,1,25,02/20/2023,,3.46,10000.0,30,0
344,In the Money,10.0,100000.0,1,25,02/20/2023,,3.46,1000.0,48,3
345,In the Money,10.0,100000.0,1,25,02/20/2023,,3.46,500.0,1079,123
346,In the Money,10.0,100000.0,1,25,02/20/2023,,3.46,200.0,2222,275
347,In the Money,10.0,100000.0,1,25,02/20/2023,,3.46,100.0,10453,1204
348,In the Money,10.0,100000.0,1,25,02/20/2023,,3.46,50.0,198665,22157
349,In the Money,10.0,100000.0,1,25,02/20/2023,,3.46,20.0,130533,15092
350,In the Money,10.0,100000.0,1,25,02/20/2023,,3.46,15.0,197001,24181
351,In the Money,10.0,100000.0,1,25,02/20/2023,,3.46,10.0,305664,38337
352,Instant Lottery,2.0,10000.0,4,10,02/20/2023,,3.91,10000.0,6,4
353,Instant Lottery,2.0,10000.0,4,10,02/20/2023,,3.91,200.0,160,75
354,Instant Lottery,2.0,10000.0,4,10,02/20/2023,,3.91,100.0,1221,613
355,Instant Lottery,2.0,10000.0,4,10,02/20/2023,,3.91,50.0,15821,7801
356,Instant Lottery,2.0,10000.0,4,10,02/20/2023,,3.91,20.0,31658,15707
357,Instant Lottery,2.0,10000.0,4,10,02/20/2023,,3.91,10.0,31658,16194
358,Instant Lottery,2.0,10000.0,4,10,02/20/2023,,3.91,5.0,126632,63847
359,Instant Lottery,2.0,10000.0,4,10,02/20/2023,,3.91,3.0,284922,145646
360,Instant Lottery,2.0,10000.0,4,10,02/20/2023,,3.91,2.0,316580,162673
361,Lucky Riches,5.0,50000.0,3,15,02/20/2023,,3.92,50000.0,8,3
362,Lucky Riches,5.0,50000.0,3,15,02/20/2023,,3.92,5000.0,14,3
363,Lucky Riches,5.0,50000.0,3,15,02/20/2023,,3.92,1000.0,24,6
364,Lucky Riches,5.0,50000.0,3,15,02/20/2023,,3.92,500.0,1054,295
365,Lucky Riches,5.0,50000.0,3,15,02/20/2023,,3.92,250.0,2196,611
366,Lucky Riches,5.0,50000.0,3,15,02/20/2023,,3.92,100.0,4818,1294
367,Lucky Riches,5.0,50000.0,3,15,02/20/2023,,3.92,50.0,74638,20234
368,Lucky Riches,5.0,50000.0,3,15,02/20/2023,,3.92,25.0,80111,22005
369,Lucky Riches,5.0,50000.0,3,15,02/20/2023,,3.92,15.0,166472,45872
370,Lucky Riches,5.0,50000.0,3,15,02/20/2023,,3.92,10.0,303794,85361
371,Lucky Riches,5.0,50000.0,3,15,02/20/2023,,3.92,5.0,480711,138912
372,Gold X10,2.0,10000.0,1,10,01/23/2023,04/29/2024,3.81,10000.0,6,1
373,Gold X10,2.0,10000.0,1,10,01/23/2023,04/29/2024,3.81,5000.0,8,3
374,Gold X10,2.0,10000.0,1,10,01/23/2023,04/29/2024,3.81,1000.0,13,3
375,Gold X10,2.0,10000.0,1,10,01/23/2023,04/29/2024,3.81,500.0,191,55
376,Gold X10,2.0,10000.0,1,10,01/23/2023,04/29/2024,3.81,100.0,1900,481
377,Gold X10,2.0,10000.0,1,10,01/23/2023,04/29/2024,3.81,50.0,5932,1410
378,Gold X10,2.0,10000.0,1,10,01/23/2023,04/29/2024,3.81,20.0,32132,7988
379,Gold X10,2.0,10000.0,1,10,01/23/2023,04/29/2024,3.81,10.0,64264,16314
380,Gold X10,2.0,10000.0,1,10,01/23/2023,04/29/2024,3.81,5.0,128550,33215
381,Gold X10,2.0,10000.0,1,10,01/23/2023,04/29/2024,3.81,3.0,289166,78653
382,Gold X10,2.0,10000.0,1,10,01/23/2023,04/29/2024,3.81,2.0,321298,89331
383,Gold X20,5.0,50000.0,0,15,01/23/2023,04/01/2024,3.77,50000.0,9,0
384,Gold X20,5.0,50000.0,0,15,01/23/2023,04/01/2024,3.77,5000.0,10,3
385,Gold X20,5.0,50000.0,0,15,01/23/2023,04/01/2024,3.77,1000.0,34,6
386,Gold X20,5.0,50000.0,0,15,01/23/2023,04/01/2024,3.77,500.0,1044,163
387,Gold X20,5.0,50000.0,0,15,01/23/2023,04/01/2024,3.77,250.0,1924,331
388,Gold X20,5.0,50000.0,0,15,01/23/2023,04/01/2024,3.77,100.0,4211,678
389,Gold X20,5.0,50000.0,0,15,01/23/2023,04/01/2024,3.77,50.0,73451,11667
390,Gold X20,5.0,50000.0,0,15,01/23/2023,04/01/2024,3.77,25.0,73451,11892
391,Gold X20,5.0,50000.0,0,15,01/23/2023,04/01/2024,3.77,15.0,176335,28229
392,Gold X20,5.0,50000.0,0,15,01/23/2023,04/01/2024,3.77,10.0,323101,54243
393,Gold X20,5.0,50000.0,0,15,01/23/2023,04/01/2024,3.77,5.0,514166,91667
394,Gold X5,1.0,1000.0,7,6,01/23/2023,,4.59,1000.0,34,7
395,Gold X5,1.0,1000.0,7,6,01/23/2023,,4.59,500.0,106,11
396,Gold X5,1.0,1000.0,7,6,01/23/2023,,4.59,200.0,141,21
397,Gold X5,1.0,1000.0,7,6,01/23/2023,,4.59,100.0,248,29
398,Gold X5,1.0,1000.0,7,6,01/23/2023,,4.59,50.0,1610,192
399,Gold X5,1.0,1000.0,7,6,01/23/2023,,4.59,20.0,10415,1253
400,Gold X5,1.0,1000.0,7,6,01/23/2023,,4.59,10.0,41702,5460
401,Gold X5,1.0,1000.0,7,6,01/23/2023,,4.59,5.0,125148,19202
402,Gold X5,1.0,1000.0,7,6,01/23/2023,,4.59,2.0,333627,54600
403,Gold X5,1.0,1000.0,7,6,01/23/2023,,4.59,1.0,396147,71397
404,Gold X50,10.0,100000.0,0,25,01/23/2023,02/26/2024,3.29,100000.0,10,0
405,Gold X50,10.0,100000.0,0,25,01/23/2023,02/26/2024,3.29,50000.0,10,0
406,Gold X50,10.0,100000.0,0,25,01/23/2023,02/26/2024,3.29,10000.0,30,5
407,Gold X50,10.0,100000.0,0,25,01/23/2023,02/26/2024,3.29,1000.0,48,3
408,Gold X50,10.0,100000.0,0,25,01/23/2023,02/26/2024,3.29,500.0,976,106
409,Gold X50,10.0,100000.0,0,25,01/23/2023,02/26/2024,3.29,200.0,2491,256
410,Gold X50,10.0,100000.0,0,25,01/23/2023,02/26/2024,3.29,100.0,7446,770
411,Gold X50,10.0,100000.0,0,25,01/23/2023,02/26/2024,3.29,50.0,178584,17839
412,Gold X50,10.0,100000.0,0,25,01/23/2023,02/26/2024,3.29,20.0,178584,18552
413,Gold X50,10.0,100000.0,0,25,01/23/2023,02/26/2024,3.29,15.0,178604,19906
414,Gold X50,10.0,100000.0,0,25,01/23/2023,02/26/2024,3.29,10.0,357138,40889
415,"$50,000 Cash",20.0,50000.0,89,30,12/29/2022,,3.03,50000.0,160,89
416,"$50,000 Cash",20.0,50000.0,89,30,12/29/2022,,3.03,5000.0,174,101
417,"$50,000 Cash",20.0,50000.0,89,30,12/29/2022,,3.03,500.0,6218,3370
418,"$50,000 Cash",20.0,50000.0,89,30,12/29/2022,,3.03,100.0,92475,50095
419,"$50,000 Cash",20.0,50000.0,89,30,12/29/2022,,3.03,50.0,282244,152938
420,"$50,000 Cash",20.0,50000.0,89,30,12/29/2022,,3.03,30.0,299600,162981
421,"$50,000 Cash",20.0,50000.0,89,30,12/29/2022,,3.03,20.0,460893,250911
422,Cash Money,5.0,50000.0,1,18,12/29/2022,,3.95,50000.0,8,1
423,Cash Money,5.0,50000.0,1,18,12/29/2022,,3.95,5000.0,14,5
424,Cash Money,5.0,50000.0,1,18,12/29/2022,,3.95,1000.0,24,5
425,Cash Money,5.0,50000.0,1,18,12/29/2022,,3.95,500.0,1472,316
426,Cash Money,5.0,50000.0,1,18,12/29/2022,,3.95,100.0,7267,1557
427,Cash Money,5.0,50000.0,1,18,12/29/2022,,3.95,50.0,76384,16404
428,Cash Money,5.0,50000.0,1,18,12/29/2022,,3.95,20.0,106880,24027
429,Cash Money,5.0,50000.0,1,18,12/29/2022,,3.95,15.0,171066,37808
430,Cash Money,5.0,50000.0,1,18,12/29/2022,,3.95,10.0,305635,68900
431,Cash Money,5.0,50000.0,1,18,12/29/2022,,3.95,5.0,436344,103253
432,Match 2 Win,1.0,1000.0,13,6,12/29/2022,,4.6,1000.0,32,13
433,Match 2 Win,1.0,1000.0,13,6,12/29/2022,,4.6,500.0,104,44
434,Match 2 Win,1.0,1000.0,13,6,12/29/2022,,4.6,100.0,234,103
435,Match 2 Win,1.0,1000.0,13,6,12/29/2022,,4.6,50.0,1565,757
436,Match 2 Win,1.0,1000.0,13,6,12/29/2022,,4.6,20.0,10182,4799
437,Match 2 Win,1.0,1000.0,13,6,12/29/2022,,4.6,10.0,41036,19826
438,Match 2 Win,1.0,1000.0,13,6,12/29/2022,,4.6,5.0,123479,60479
439,Match 2 Win,1.0,1000.0,13,6,12/29/2022,,4.6,2.0,327361,165217
440,Match 2 Win,1.0,1000.0,13,6,12/29/2022,,4.6,1.0,385503,200903
441,Six Figures,10.0,100000.0,0,25,12/29/2022,04/29/2024,3.5,100000.0,8,0
442,Six Figures,10.0,100000.0,0,25,12/29/2022,04/29/2024,3.5,50000.0,9,3
443,Six Figures,10.0,100000.0,0,25,12/29/2022,04/29/2024,3.5,10000.0,30,4
444,Six Figures,10.0,100000.0,0,25,12/29/2022,04/29/2024,3.5,1000.0,45,5
445,Six Figures,10.0,100000.0,0,25,12/29/2022,04/29/2024,3.5,500.0,1244,163
446,Six Figures,10.0,100000.0,0,25,12/29/2022,04/29/2024,3.5,200.0,2472,307
447,Six Figures,10.0,100000.0,0,25,12/29/2022,04/29/2024,3.5,100.0,6179,739
448,Six Figures,10.0,100000.0,0,25,12/29/2022,04/29/2024,3.5,50.0,199776,24300
449,Six Figures,10.0,100000.0,0,25,12/29/2022,04/29/2024,3.5,20.0,134140,17255
450,Six Figures,10.0,100000.0,0,25,12/29/2022,04/29/2024,3.5,15.0,198471,25955
451,Six Figures,10.0,100000.0,0,25,12/29/2022,04/29/2024,3.5,10.0,292283,38601
452,"$15,000 Cash",2.0,15000.0,3,11,11/21/2022,04/01/2024,4.2,15000.0,7,3
453,"$15,000 Cash",2.0,15000.0,3,11,11/21/2022,04/01/2024,4.2,5000.0,8,3
454,"$15,000 Cash",2.0,15000.0,3,11,11/21/2022,04/01/2024,4.2,1000.0,13,4
455,"$15,000 Cash",2.0,15000.0,3,11,11/21/2022,04/01/2024,4.2,500.0,185,60
456,"$15,000 Cash",2.0,15000.0,3,11,11/21/2022,04/01/2024,4.2,100.0,2128,679
457,"$15,000 Cash",2.0,15000.0,3,11,11/21/2022,04/01/2024,4.2,50.0,6459,2053
458,"$15,000 Cash",2.0,15000.0,3,11,11/21/2022,04/01/2024,4.2,20.0,37360,12709
459,"$15,000 Cash",2.0,15000.0,3,11,11/21/2022,04/01/2024,4.2,10.0,31971,10686
460,"$15,000 Cash",2.0,15000.0,3,11,11/21/2022,04/01/2024,4.2,5.0,100908,35339
461,"$15,000 Cash",2.0,15000.0,3,11,11/21/2022,04/01/2024,4.2,4.0,251650,88255
462,"$15,000 Cash",2.0,15000.0,3,11,11/21/2022,04/01/2024,4.2,2.0,311367,114334
463,Crazy 8s,5.0,50000.0,4,16,11/21/2022,,3.9,50000.0,8,4
464,Crazy 8s,5.0,50000.0,4,16,11/21/2022,,3.9,5000.0,14,4
465,Crazy 8s,5.0,50000.0,4,16,11/21/2022,,3.9,1000.0,25,6
466,Crazy 8s,5.0,50000.0,4,16,11/21/2022,,3.9,500.0,1185,367
467,Crazy 8s,5.0,50000.0,4,16,11/21/2022,,3.9,250.0,1693,530
468,Crazy 8s,5.0,50000.0,4,16,11/21/2022,,3.9,100.0,4878,1453
469,Crazy 8s,5.0,50000.0,4,16,11/21/2022,,3.9,50.0,72803,22092
470,Crazy 8s,5.0,50000.0,4,16,11/21/2022,,3.9,25.0,91013,27859
471,Crazy 8s,5.0,50000.0,4,16,11/21/2022,,3.9,15.0,163867,50906
472,Crazy 8s,5.0,50000.0,4,16,11/21/2022,,3.9,10.0,287666,89795
473,Crazy 8s,5.0,50000.0,4,16,11/21/2022,,3.9,5.0,498305,159149
474,Lucky Times 10,10.0,100000.0,1,25,11/21/2022,,3.5,100000.0,8,1
475,Lucky Times 10,10.0,100000.0,1,25,11/21/2022,,3.5,50000.0,9,1
476,Lucky Times 10,10.0,100000.0,1,25,11/21/2022,,3.5,10000.0,30,4
477,Lucky Times 10,10.0,100000.0,1,25,11/21/2022,,3.5,1000.0,45,13
478,Lucky Times 10,10.0,100000.0,1,25,11/21/2022,,3.5,500.0,1157,208
479,Lucky Times 10,10.0,100000.0,1,25,11/21/2022,,3.5,200.0,2352,409
480,Lucky Times 10,10.0,100000.0,1,25,11/21/2022,,3.5,100.0,9262,1587
481,Lucky Times 10,10.0,100000.0,1,25,11/21/2022,,3.5,50.0,185674,31944
482,Lucky Times 10,10.0,100000.0,1,25,11/21/2022,,3.5,20.0,127140,22804
483,Lucky Times 10,10.0,100000.0,1,25,11/21/2022,,3.5,15.0,162057,29185
484,Lucky Times 10,10.0,100000.0,1,25,11/21/2022,,3.5,10.0,307282,55977
485,Blizzard Bucks,10.0,100000.0,3,23,10/17/2022,01/01/2024,3.37,100000.0,9,3
486,Blizzard Bucks,10.0,100000.0,3,23,10/17/2022,01/01/2024,3.37,10000.0,28,10
487,Blizzard Bucks,10.0,100000.0,3,23,10/17/2022,01/01/2024,3.37,1000.0,56,26
488,Blizzard Bucks,10.0,100000.0,3,23,10/17/2022,01/01/2024,3.37,500.0,1467,542
489,Blizzard Bucks,10.0,100000.0,3,23,10/17/2022,01/01/2024,3.37,200.0,3202,1192
490,Blizzard Bucks,10.0,100000.0,3,23,10/17/2022,01/01/2024,3.37,100.0,7731,2871
491,Blizzard Bucks,10.0,100000.0,3,23,10/17/2022,01/01/2024,3.37,50.0,210546,78577
492,Blizzard Bucks,10.0,100000.0,3,23,10/17/2022,01/01/2024,3.37,20.0,143243,53614
493,Blizzard Bucks,10.0,100000.0,3,23,10/17/2022,01/01/2024,3.37,15.0,209439,79096
494,Blizzard Bucks,10.0,100000.0,3,23,10/17/2022,01/01/2024,3.37,10.0,353043,134273
495,Chillin',1.0,1000.0,16,6,10/17/2022,10/02/2023,4.45,1000.0,32,16
496,Chillin',1.0,1000.0,16,6,10/17/2022,10/02/2023,4.45,500.0,70,25
497,Chillin',1.0,1000.0,16,6,10/17/2022,10/02/2023,4.45,100.0,210,88
498,Chillin',1.0,1000.0,16,6,10/17/2022,10/02/2023,4.45,50.0,1225,435
499,Chillin',1.0,1000.0,16,6,10/17/2022,10/02/2023,4.45,20.0,7990,2979
500,Chillin',1.0,1000.0,16,6,10/17/2022,10/02/2023,4.45,10.0,45337,17747
501,Chillin',1.0,1000.0,16,6,10/17/2022,10/02/2023,4.45,5.0,124391,49682
502,Chillin',1.0,1000.0,16,6,10/17/2022,10/02/2023,4.45,2.0,344372,148189
503,Chillin',1.0,1000.0,16,6,10/17/2022,10/02/2023,4.45,1.0,401590,175899
504,Holiday Ca$h,5.0,50000.0,3,12,10/17/2022,10/02/2023,3.93,50000.0,8,3
505,Holiday Ca$h,5.0,50000.0,3,12,10/17/2022,10/02/2023,3.93,5000.0,11,5
506,Holiday Ca$h,5.0,50000.0,3,12,10/17/2022,10/02/2023,3.93,1000.0,25,10
507,Holiday Ca$h,5.0,50000.0,3,12,10/17/2022,10/02/2023,3.93,500.0,1097,410
508,Holiday Ca$h,5.0,50000.0,3,12,10/17/2022,10/02/2023,3.93,250.0,2201,826
509,Holiday Ca$h,5.0,50000.0,3,12,10/17/2022,10/02/2023,3.93,100.0,4848,1849
510,Holiday Ca$h,5.0,50000.0,3,12,10/17/2022,10/02/2023,3.93,50.0,76468,28867
511,Holiday Ca$h,5.0,50000.0,3,12,10/17/2022,10/02/2023,3.93,25.0,76446,28990
512,Holiday Ca$h,5.0,50000.0,3,12,10/17/2022,10/02/2023,3.93,15.0,166604,64163
513,Holiday Ca$h,5.0,50000.0,3,12,10/17/2022,10/02/2023,3.93,10.0,304211,118768
514,Holiday Ca$h,5.0,50000.0,3,12,10/17/2022,10/02/2023,3.93,5.0,479011,192114
515,Holiday Cash Drop,2.0,10000.0,3,10,10/17/2022,10/02/2023,3.96,10000.0,7,3
516,Holiday Cash Drop,2.0,10000.0,3,10,10/17/2022,10/02/2023,3.96,5000.0,4,1
517,Holiday Cash Drop,2.0,10000.0,3,10,10/17/2022,10/02/2023,3.96,1000.0,6,5
518,Holiday Cash Drop,2.0,10000.0,3,10,10/17/2022,10/02/2023,3.96,500.0,188,73
519,Holiday Cash Drop,2.0,10000.0,3,10,10/17/2022,10/02/2023,3.96,100.0,1228,484
520,Holiday Cash Drop,2.0,10000.0,3,10,10/17/2022,10/02/2023,3.96,50.0,6130,2397
521,Holiday Cash Drop,2.0,10000.0,3,10,10/17/2022,10/02/2023,3.96,20.0,45057,18613
522,Holiday Cash Drop,2.0,10000.0,3,10,10/17/2022,10/02/2023,3.96,10.0,58137,24513
523,Holiday Cash Drop,2.0,10000.0,3,10,10/17/2022,10/02/2023,3.96,5.0,113170,48127
524,Holiday Cash Drop,2.0,10000.0,3,10,10/17/2022,10/02/2023,3.96,3.0,237553,104044
525,Holiday Cash Drop,2.0,10000.0,3,10,10/17/2022,10/02/2023,3.96,2.0,337599,150065
526,Peppermint Payout,3.0,30000.0,1,7,10/17/2022,12/04/2023,4.03,30000.0,8,1
527,Peppermint Payout,3.0,30000.0,1,7,10/17/2022,12/04/2023,4.03,500.0,863,219
528,Peppermint Payout,3.0,30000.0,1,7,10/17/2022,12/04/2023,4.03,100.0,4452,1062
529,Peppermint Payout,3.0,30000.0,1,7,10/17/2022,12/04/2023,4.03,50.0,7116,1697
530,Peppermint Payout,3.0,30000.0,1,7,10/17/2022,12/04/2023,4.03,20.0,84417,20914
531,Peppermint Payout,3.0,30000.0,1,7,10/17/2022,12/04/2023,4.03,10.0,214183,55232
532,Peppermint Payout,3.0,30000.0,1,7,10/17/2022,12/04/2023,4.03,3.0,534668,147824
533,THE GAME OF LIFE™,20.0,1000000.0,4,16,10/17/2022,,3.02,1000000.0,5,4
534,THE GAME OF LIFE™,20.0,1000000.0,4,16,10/17/2022,,3.02,50000.0,6,5
535,THE GAME OF LIFE™,20.0,1000000.0,4,16,10/17/2022,,3.02,10000.0,10,8
536,THE GAME OF LIFE™,20.0,1000000.0,4,16,10/17/2022,,3.02,5000.0,28,23
537,THE GAME OF LIFE™,20.0,1000000.0,4,16,10/17/2022,,3.02,1000.0,336,259
538,THE GAME OF LIFE™,20.0,1000000.0,4,16,10/17/2022,,3.02,500.0,2274,1698
539,THE GAME OF LIFE™,20.0,1000000.0,4,16,10/17/2022,,3.02,200.0,2275,1713
540,THE GAME OF LIFE™,20.0,1000000.0,4,16,10/17/2022,,3.02,100.0,136336,102748
541,THE GAME OF LIFE™,20.0,1000000.0,4,16,10/17/2022,,3.02,50.0,374898,282734
542,THE GAME OF LIFE™,20.0,1000000.0,4,16,10/17/2022,,3.02,25.0,204556,154362
543,THE GAME OF LIFE™,20.0,1000000.0,4,16,10/17/2022,,3.02,20.0,409008,308926
544,Cash is King,30.0,2000000.0,2,40,09/19/2022,,2.93,2000000.0,5,2
545,Cash is King,30.0,2000000.0,2,40,09/19/2022,,2.93,50000.0,6,3
546,Cash is King,30.0,2000000.0,2,40,09/19/2022,,2.93,10000.0,10,4
547,Cash is King,30.0,2000000.0,2,40,09/19/2022,,2.93,5000.0,10,4
548,Cash is King,30.0,2000000.0,2,40,09/19/2022,,2.93,1000.0,2175,808
549,Cash is King,30.0,2000000.0,2,40,09/19/2022,,2.93,500.0,11856,4222
550,Cash is King,30.0,2000000.0,2,40,09/19/2022,,2.93,200.0,63335,22665
551,Cash is King,30.0,2000000.0,2,40,09/19/2022,,2.93,100.0,141816,50564
552,Cash is King,30.0,2000000.0,2,40,09/19/2022,,2.93,50.0,283632,101560
553,Cash is King,30.0,2000000.0,2,40,09/19/2022,,2.93,40.0,283632,101896
554,Cash is King,30.0,2000000.0,2,40,09/19/2022,,2.93,30.0,425448,153236
555,Deluxe Crossword,5.0,50000.0,0,,09/19/2022,04/01/2024,3.47,50000.0,8,0
556,Deluxe Crossword,5.0,50000.0,0,,09/19/2022,04/01/2024,3.47,10000.0,14,1
557,Deluxe Crossword,5.0,50000.0,0,,09/19/2022,04/01/2024,3.47,1000.0,46,4
558,Deluxe Crossword,5.0,50000.0,0,,09/19/2022,04/01/2024,3.47,150.0,1306,175
559,Deluxe Crossword,5.0,50000.0,0,,09/19/2022,04/01/2024,3.47,100.0,2287,263
560,Deluxe Crossword,5.0,50000.0,0,,09/19/2022,04/01/2024,3.47,90.0,5160,572
561,Deluxe Crossword,5.0,50000.0,0,,09/19/2022,04/01/2024,3.47,75.0,8642,969
562,Deluxe Crossword,5.0,50000.0,0,,09/19/2022,04/01/2024,3.47,50.0,11524,1368
563,Deluxe Crossword,5.0,50000.0,0,,09/19/2022,04/01/2024,3.47,30.0,64526,7677
564,Deluxe Crossword,5.0,50000.0,0,,09/19/2022,04/01/2024,3.47,20.0,73998,8617
565,Deluxe Crossword,5.0,50000.0,0,,09/19/2022,04/01/2024,3.47,15.0,119386,14280
566,Deluxe Crossword,5.0,50000.0,0,,09/19/2022,04/01/2024,3.47,10.0,357132,43010
567,Deluxe Crossword,5.0,50000.0,0,,09/19/2022,04/01/2024,3.47,5.0,472027,58789
568,Fast Ca$h,1.0,1000.0,17,6,09/19/2022,01/01/2024,4.53,1000.0,32,17
569,Fast Ca$h,1.0,1000.0,17,6,09/19/2022,01/01/2024,4.53,500.0,210,93
570,Fast Ca$h,1.0,1000.0,17,6,09/19/2022,01/01/2024,4.53,100.0,175,77
571,Fast Ca$h,1.0,1000.0,17,6,09/19/2022,01/01/2024,4.53,50.0,991,430
572,Fast Ca$h,1.0,1000.0,17,6,09/19/2022,01/01/2024,4.53,20.0,7990,3694
573,Fast Ca$h,1.0,1000.0,17,6,09/19/2022,01/01/2024,4.53,10.0,45434,21273
574,Fast Ca$h,1.0,1000.0,17,6,09/19/2022,01/01/2024,4.53,5.0,116063,54609
575,Fast Ca$h,1.0,1000.0,17,6,09/19/2022,01/01/2024,4.53,2.0,340666,167285
576,Fast Ca$h,1.0,1000.0,17,6,09/19/2022,01/01/2024,4.53,1.0,399980,199148
577,Lady Luck,10.0,250000.0,0,25,09/19/2022,10/02/2023,3.5,250000.0,5,0
578,Lady Luck,10.0,250000.0,0,25,09/19/2022,10/02/2023,3.5,20000.0,8,2
579,Lady Luck,10.0,250000.0,0,25,09/19/2022,10/02/2023,3.5,10000.0,48,8
580,Lady Luck,10.0,250000.0,0,25,09/19/2022,10/02/2023,3.5,1000.0,144,21
581,Lady Luck,10.0,250000.0,0,25,09/19/2022,10/02/2023,3.5,500.0,1435,229
582,Lady Luck,10.0,250000.0,0,25,09/19/2022,10/02/2023,3.5,200.0,2404,365
583,Lady Luck,10.0,250000.0,0,25,09/19/2022,10/02/2023,3.5,100.0,9603,1455
584,Lady Luck,10.0,250000.0,0,25,09/19/2022,10/02/2023,3.5,50.0,175660,26987
